収容局,ケーブル名,備考,経度,緯度,pdfファイル名
新潟西,Aケーブル,局,139.050697,37.9209019,新潟西A.pdf
新潟西,Aケーブル,下大川前線_1,139.0523552,37.92228379,新潟西A.pdf
新潟西,Aケーブル,下大川前線_2,139.0527901,37.92285404,新潟西A.pdf
新潟西,Aケーブル,下大川前線_3,139.0536691,37.92369842,新潟西A.pdf
新潟西,Aケーブル,下大川前線_4,139.0543197,37.92436635,新潟西A.pdf
新潟西,Aケーブル,下大川前線_5,139.0550587,37.92526618,新潟西A.pdf
新潟西,Aケーブル,下大川前線_5-1,139.0543152,37.92583946,新潟西A.pdf
新潟西,Aケーブル,下大川前線_6,139.0542094,37.92597923,新潟西A.pdf
新潟西,Aケーブル,まぐさ幹_27,139.054484,37.926152,新潟西A.pdf
新潟西,Aケーブル,下川前幹_21,139.054537,37.924697,新潟西A.pdf
新潟西,Bケーブル,局,139.050697,37.9209019,新潟西B.pdf
新潟西,Bケーブル,下大川前線_1,139.0523552,37.92228379,新潟西B.pdf
新潟西,Bケーブル,下大川前線_2,139.0527901,37.92285404,新潟西B.pdf
新潟西,Bケーブル,下大川前線_3,139.0536691,37.92369842,新潟西B.pdf
新潟西,Bケーブル,下大川前線_4,139.0543197,37.92436635,新潟西B.pdf
新潟西,Bケーブル,下大川前線_5-1,139.0543152,37.92583946,新潟西B.pdf
新潟西,Bケーブル,下大川前線_8,139.0531848,37.92760812,新潟西B.pdf
新潟西,Bケーブル,下大川前線_9,139.0526881,37.92847462,新潟西B.pdf
新潟西,Bケーブル,港線_2,139.0512209,37.92793218,新潟西B.pdf
新潟西,Bケーブル,北線_11,139.0491246,37.92753763,新潟西B.pdf
新潟西,Bケーブル,北線_15,139.0491334,37.92929846,新潟西B.pdf
新潟西,Bケーブル,北線_17,139.0493182,37.93093128,新潟西B.pdf
新潟西,Bケーブル,北線_18,139.0488644,37.93172062,新潟西B.pdf
新潟西,Bケーブル,北線_18-1,139.0480827,37.93147466,新潟西B.pdf
新潟西,Bケーブル,北線_11-1,139.0488386,37.92726624,新潟西B.pdf
新潟西,Bケーブル,本北幹_38,139.0479124,37.9313331,新潟西B.pdf
新潟西,Bケーブル,本北幹_21,139.048024,37.92715086,新潟西B.pdf
新潟西,Cケーブル,局,139.050697,37.9209019,新潟西C.pdf
新潟西,Cケーブル,下大川前線_1,139.0523552,37.92228379,新潟西C.pdf
新潟西,Cケーブル,下大川前線_2,139.0527901,37.92285404,新潟西C.pdf
新潟西,Cケーブル,下大川前線_3,139.0536691,37.92369842,新潟西C.pdf
新潟西,Cケーブル,下大川前線_4,139.0543197,37.92436635,新潟西C.pdf
新潟西,Cケーブル,下大川前線_5,139.0550587,37.92526618,新潟西C.pdf
新潟西,Cケーブル,下大川前線_5-1,139.0543152,37.92583946,新潟西C.pdf
新潟西,Cケーブル,下大川前線_7,139.0536092,37.9268223,新潟西C.pdf
新潟西,Cケーブル,下大川前線_8,139.0531848,37.92760812,新潟西C.pdf
新潟西,Cケーブル,下大川前線_9,139.0526881,37.92847462,新潟西C.pdf
新潟西,Cケーブル,下大川前線_10,139.0521653,37.92938806,新潟西C.pdf
新潟西,Cケーブル,下大川前線_11,139.0517652,37.9302764,新潟西C.pdf
新潟西,Cケーブル,下大川前線_13,139.0514313,37.93107572,新潟西C.pdf
新潟西,Cケーブル,下大川前線_14,139.0523532,37.93191152,新潟西C.pdf
新潟西,Cケーブル,下大川前線_16-1,139.0525401,37.93327631,新潟西C.pdf
新潟西,Cケーブル,下大川前線_16-2,139.052051,37.93397605,新潟西C.pdf
新潟西,Cケーブル,祝町幹_2,139.0520591,37.93363262,新潟西C.pdf
新潟西,Cケーブル,はしけ幹_5,139.051304,37.930885,新潟西C.pdf
新潟西,Cケーブル,はしけ支_1,139.052605,37.933259,新潟西C.pdf
新潟西,Dケーブル,川端線_1,139.0512272,37.92091824,新潟西D.pdf
新潟西,Dケーブル,柾谷北線_6,139.0495065,37.9217377,新潟西D.pdf
新潟西,Dケーブル,柾谷北線_4,139.0485399,37.92140292,新潟西D.pdf
新潟西,Dケーブル,柾谷北線_2,139.0461985,37.92180946,新潟西D.pdf
新潟西,Dケーブル,西線_1,139.0457834,37.9219474,新潟西D.pdf
新潟西,Dケーブル,西線_2,139.0447755,37.92203876,新潟西D.pdf
新潟西,Dケーブル,西線_6,139.0425372,37.92248848,新潟西D.pdf
新潟西,Dケーブル,西線_7,139.0412222,37.92266471,新潟西D.pdf
新潟西,Dケーブル,南浜線_2,139.0420082,37.92417591,新潟西D.pdf
新潟西,Dケーブル,南浜線_3,139.0413017,37.92460656,新潟西D.pdf
新潟西,Dケーブル,南浜線_2-1,139.0434734,37.92392756,新潟西D.pdf
新潟西,Dケーブル,大畑幹_10,139.0411807,37.92442331,新潟西D.pdf
新潟西,Dケーブル,大畑幹_1,139.0437584,37.92366713,新潟西D.pdf
新潟西,Eケーブル,局,139.050697,37.9209019,新潟西E.pdf
新潟西,Eケーブル,中継線_5,139.049463,37.922511,新潟西E.pdf
新潟西,Eケーブル,中継線_2,139.048077,37.922959,新潟西E.pdf
新潟西,Eケーブル,北線_4,139.0467107,37.92481973,新潟西E.pdf
新潟西,Eケーブル,西堀北線_1,139.0467568,37.92486276,新潟西E.pdf
新潟西,Eケーブル,西堀北線_2,139.0461204,37.92493319,新潟西E.pdf
新潟西,Eケーブル,西堀北線_3,139.0446042,37.92540204,新潟西E.pdf
新潟西,Eケーブル,西堀北線_4,139.0446472,37.92554404,新潟西E.pdf
新潟西,Eケーブル,西堀北線_6,139.045013,37.92698953,新潟西E.pdf
新潟西,Eケーブル,西堀北線_9,139.0455298,37.92897519,新潟西E.pdf
新潟西,Eケーブル,西堀北線_11,139.0433383,37.92958779,新潟西E.pdf
新潟西,Eケーブル,西堀北線_13,139.0407808,37.93079164,新潟西E.pdf
新潟西,Gケーブル,局,139.050697,37.9209019,新潟西G.pdf
新潟西,Gケーブル,下大川前線_1,139.0523552,37.92228379,新潟西G.pdf
新潟西,Gケーブル,下大川前線_2,139.0527901,37.92285404,新潟西G.pdf
新潟西,Gケーブル,東坂内線_7,139.0519436,37.92325681,新潟西G.pdf
新潟西,Gケーブル,東坂内線_6,139.0511023,37.92367831,新潟西G.pdf
新潟西,Gケーブル,東坂内線_5,139.0504888,37.9239639,新潟西G.pdf
新潟西,Gケーブル,東坂内線_4,139.0502958,37.92424142,新潟西G.pdf
新潟西,Gケーブル,東坂内線_3,139.0487377,37.92448028,新潟西G.pdf
新潟西,Gケーブル,上北幹_13,139.0486555,37.92439751,新潟西G.pdf
新潟西,Gケーブル,坂内支_15,139.050102,37.924307,新潟西G.pdf
新潟西,Gケーブル,花町幹_13,139.0511027,37.92347098,新潟西G.pdf
新潟西,Hケーブル,川端線_1,139.0512272,37.92091824,新潟西H.pdf
新潟西,Hケーブル,柾谷北線_7,139.0503083,37.92134851,新潟西H.pdf
新潟西,Hケーブル,柾谷北線_6,139.0495065,37.9217377,新潟西H.pdf
新潟西,Hケーブル,柾谷北線_5,139.0492477,37.92140979,新潟西H.pdf
新潟西,Hケーブル,柾谷第二北線_1,139.0467857,37.92168125,新潟西H.pdf
新潟西,Hケーブル,西線_2,139.0447755,37.92203876,新潟西H.pdf
新潟西,Hケーブル,西線_6,139.0425372,37.92248848,新潟西H.pdf
新潟西,Hケーブル,西線_7,139.0412222,37.92266471,新潟西H.pdf
新潟西,Hケーブル,西線_8,139.0402614,37.9212975,新潟西H.pdf
新潟西,Hケーブル,西線_10,139.0386181,37.92052728,新潟西H.pdf
新潟西,Hケーブル,西線_11,139.0378836,37.91952705,新潟西H.pdf
新潟西,Hケーブル,西線_11-1,139.0378848,37.92036285,新潟西H.pdf
新潟西,Hケーブル,仲通線_2,139.0405697,37.92143018,新潟西H.pdf
新潟西,Hケーブル,仲通線_3,139.0400755,37.92073239,新潟西H.pdf
新潟西,Hケーブル,仲通線_4,139.0393914,37.91972007,新潟西H.pdf
新潟西,Hケーブル,仲通線_5,139.0381348,37.91778208,新潟西H.pdf
新潟西,Hケーブル,水道町線_1,139.0398983,37.92349999,新潟西H.pdf
新潟西,Hケーブル,中央警察署引込1,139.04022,37.923605,新潟西H.pdf
新潟西,Kケーブル,局,139.050697,37.9209019,新潟西K.pdf
新潟西,Kケーブル,中継線_5,139.049463,37.922511,新潟西K.pdf
新潟西,Kケーブル,中継線_4,139.049522,37.922683,新潟西K.pdf
新潟西,Kケーブル,中継線_2,139.048077,37.922959,新潟西K.pdf
新潟西,Kケーブル,北線_2,139.0462495,37.92323023,新潟西K.pdf
新潟西,Kケーブル,南線_2,139.0458523,37.92206201,新潟西K.pdf
新潟西,Kケーブル,新南線_3,139.045732,37.92158,新潟西K.pdf
新潟西,Kケーブル,南線_6,139.0454157,37.92025759,新潟西K.pdf
新潟西,Kケーブル,南線_7,139.045358,37.9200197,新潟西K.pdf
新潟西,Kケーブル,南線_9,139.0444328,37.91850619,新潟西K.pdf
新潟西,Kケーブル,新川線_2,139.0432796,37.91740303,新潟西K.pdf
新潟西,Kケーブル,新川線_3,139.0425074,37.91794828,新潟西K.pdf
新潟西,Lケーブル,局,139.050697,37.9209019,新潟西L.pdf
新潟西,Lケーブル,中継線_5,139.049463,37.922511,新潟西L.pdf
新潟西,Lケーブル,北線_2,139.0462495,37.92323023,新潟西L.pdf
新潟西,Lケーブル,南線_2,139.0458523,37.92206201,新潟西L.pdf
新潟西,Lケーブル,南線_6,139.0454157,37.92025759,新潟西L.pdf
新潟西,Lケーブル,南線_7,139.045358,37.9200197,新潟西L.pdf
新潟西,Lケーブル,南線_8,139.0448863,37.91928086,新潟西L.pdf
新潟西,Lケーブル,南線_9,139.0444328,37.91850619,新潟西L.pdf
新潟西,Lケーブル,南線_10,139.0433995,37.91883508,新潟西L.pdf
新潟西,Lケーブル,南線_11,139.0425986,37.91915629,新潟西L.pdf
新潟西,Lケーブル,南線_12,139.0408241,37.91765871,新潟西L.pdf
新潟西,Lケーブル,南線_13,139.0399993,37.91696219,新潟西L.pdf
新潟西,Lケーブル,医学幹_1,139.0395258,37.91673372,新潟西L.pdf
新潟西,Lケーブル,西南前幹_22L1,139.0409036,37.91741656,新潟西L.pdf
新潟西,Mケーブル,局,139.050697,37.9209019,新潟西M.pdf
新潟西,Mケーブル,中継線_5,139.049463,37.922511,新潟西M.pdf
新潟西,Mケーブル,中継線_2,139.048077,37.922959,新潟西M.pdf
新潟西,Mケーブル,北線_2,139.0462495,37.92323023,新潟西M.pdf
新潟西,Mケーブル,北線_1,139.0460356,37.92252783,新潟西M.pdf
新潟西,Mケーブル,南線_2,139.0458523,37.92206201,新潟西M.pdf
新潟西,Mケーブル,南線_4,139.0456057,37.92096566,新潟西M.pdf
新潟西,Mケーブル,南線_6,139.0454157,37.92025759,新潟西M.pdf
新潟西,Mケーブル,南線_7,139.045358,37.9200197,新潟西M.pdf
新潟西,Mケーブル,南線_9,139.0444328,37.91850619,新潟西M.pdf
新潟西,Mケーブル,南線_11,139.0425986,37.91915629,新潟西M.pdf
新潟西,Mケーブル,寺裏線_1,139.0423864,37.91924717,新潟西M.pdf
新潟西,Mケーブル,寺裏線_3,139.0403499,37.91995542,新潟西M.pdf
新潟西,Mケーブル,寺裏線_4,139.0411902,37.92107523,新潟西M.pdf
新潟西,Mケーブル,営所幹_7,139.0412694,37.9209353,新潟西M.pdf
新潟西,Mケーブル,寺裏支_6,139.0401907,37.91961396,新潟西M.pdf
新潟西,Mケーブル,旭町幹_1,139.0421058,37.91900562,新潟西M.pdf
新潟西,Nケーブル,川端線_1,139.0512272,37.92091824,新潟西N.pdf
新潟西,Nケーブル,柾谷北線_6,139.0495065,37.9217377,新潟西N.pdf
新潟西,Nケーブル,柾谷北線_5,139.0492477,37.92140979,新潟西N.pdf
新潟西,Nケーブル,柾谷北線_4,139.0485399,37.92140292,新潟西N.pdf
新潟西,Nケーブル,柾谷北線_3,139.0472173,37.92162091,新潟西N.pdf
新潟西,Nケーブル,柾谷北線_2,139.0461985,37.92180946,新潟西N.pdf
新潟西,Nケーブル,柾谷北線_1,139.0460561,37.92202663,新潟西N.pdf
新潟西,Nケーブル,南線_2,139.0458523,37.92206201,新潟西N.pdf
新潟西,Nケーブル,西線_1,139.0457834,37.9219474,新潟西N.pdf
新潟西,Nケーブル,西線_2,139.0447755,37.92203876,新潟西N.pdf
新潟西,Nケーブル,西線_6,139.0425372,37.92248848,新潟西N.pdf
新潟西,Nケーブル,西線_7,139.0412222,37.92266471,新潟西N.pdf
新潟西,Nケーブル,南浜線_2,139.0420082,37.92417591,新潟西N.pdf
新潟西,Nケーブル,南浜線_3,139.0413017,37.92460656,新潟西N.pdf
新潟西,Nケーブル,南浜線_4,139.0407228,37.9250675,新潟西N.pdf
新潟西,Nケーブル,南浜線_5,139.0399622,37.92568443,新潟西N.pdf
新潟西,Nケーブル,南浜線_7,139.0390687,37.92725291,新潟西N.pdf
新潟西,Nケーブル,南浜線_8,139.039979,37.92777545,新潟西N.pdf
新潟西,Nケーブル,田中町_幹3,139.0401206,37.9276219,新潟西N.pdf
新潟西,Nケーブル,二葉幹_1,139.0397331,37.92761562,新潟西N.pdf
新潟西,Nケーブル,大畑幹1_6,139.0399203,37.92556285,新潟西N.pdf
新潟西,Nケーブル,中畑一支_7,139.03921,37.925371,新潟西N.pdf
新潟西,Oケーブル,局,139.050697,37.9209019,新潟西O.pdf
新潟西,Oケーブル,柾谷北線_6,139.0495065,37.9217377,新潟西O.pdf
新潟西,Oケーブル,柾谷北線_5,139.0492477,37.92140979,新潟西O.pdf
新潟西,Oケーブル,柾谷第二北線_1,139.0467857,37.92168125,新潟西O.pdf
新潟西,Oケーブル,西線_1,139.0457834,37.9219474,新潟西O.pdf
新潟西,Oケーブル,西線_2,139.0447755,37.92203876,新潟西O.pdf
新潟西,Oケーブル,西線_6,139.0425372,37.92248848,新潟西O.pdf
新潟西,Oケーブル,西線_7,139.0412222,37.92266471,新潟西O.pdf
新潟西,Oケーブル,西線_8,139.0402614,37.9212975,新潟西O.pdf
新潟西,Oケーブル,西線_9,139.0393498,37.92148377,新潟西O.pdf
新潟西,Oケーブル,西線_10,139.0386181,37.92052728,新潟西O.pdf
新潟西,Oケーブル,西線_11,139.0378836,37.91952705,新潟西O.pdf
新潟西,Oケーブル,西線_12,139.0381845,37.91915614,新潟西O.pdf
新潟西,Oケーブル,西線_13,139.0380716,37.91872894,新潟西O.pdf
新潟西,Oケーブル,西線_14,139.0376812,37.91761907,新潟西O.pdf
新潟西,Oケーブル,西線_12-1,139.0385429,37.91897637,新潟西O.pdf
新潟西,Oケーブル,旭町支_2L2,139.0380505,37.91855681,新潟西O.pdf
新潟西,Qケーブル,川端線_1,139.0512272,37.92091824,新潟西Q.pdf
新潟西,Qケーブル,柾谷北線_6,139.0495065,37.9217377,新潟西Q.pdf
新潟西,Qケーブル,柾谷北線_5,139.0492477,37.92140979,新潟西Q.pdf
新潟西,Qケーブル,柾谷北線_4,139.0485399,37.92140292,新潟西Q.pdf
新潟西,Qケーブル,柾谷北線_3,139.0472173,37.92162091,新潟西Q.pdf
新潟西,Qケーブル,柾谷北線_2,139.0461985,37.92180946,新潟西Q.pdf
新潟西,Qケーブル,柾谷北線_1,139.0460561,37.92202663,新潟西Q.pdf
新潟西,Qケーブル,南線_2,139.0458523,37.92206201,新潟西Q.pdf
新潟西,Qケーブル,西線_1,139.0457834,37.9219474,新潟西Q.pdf
新潟西,Qケーブル,西線_2,139.0447755,37.92203876,新潟西Q.pdf
新潟西,Qケーブル,西線_6,139.0425372,37.92248848,新潟西Q.pdf
新潟西,Qケーブル,西線_7,139.0412222,37.92266471,新潟西Q.pdf
新潟西,Qケーブル,水道町線_1,139.0398983,37.92349999,新潟西Q.pdf
新潟西,Qケーブル,水道町線_2,139.0391274,37.92281167,新潟西Q.pdf
新潟西,Qケーブル,水道町線_3,139.0382554,37.92208054,新潟西Q.pdf
新潟西,Qケーブル,水道町線_4,139.0372039,37.92275554,新潟西Q.pdf
新潟西,Qケーブル,水道町線_5,139.036385,37.92322194,新潟西Q.pdf
新潟西,Qケーブル,水道町線_6,139.035518,37.92365638,新潟西Q.pdf
新潟西,Qケーブル,水道町線_7,139.0341643,37.92413467,新潟西Q.pdf
新潟西,Qケーブル,水道町線_9,139.0333339,37.9224757,新潟西Q.pdf
新潟西,Qケーブル,水道町線_10,139.0328854,37.92146488,新潟西Q.pdf
新潟西,Qケーブル,水道町線_12,139.031153,37.92059439,新潟西Q.pdf
新潟西,Qケーブル,旭町線_1,139.0332552,37.92445633,新潟西Q.pdf
新潟西,Qケーブル,旭町線_2,139.0329246,37.92396922,新潟西Q.pdf
新潟西,Qケーブル,水道町幹_31,139.0308604,37.92017813,新潟西Q.pdf
新潟西,Qケーブル,営所幹_37,139.0328552,37.92371609,新潟西Q.pdf
新潟西,Qケーブル,水道町幹_22,139.0328054,37.92119418,新潟西Q.pdf
新潟西,Rケーブル,局,139.050697,37.9209019,新潟西R.pdf
新潟西,Rケーブル,柾谷北線_6,139.0495065,37.9217377,新潟西R.pdf
新潟西,Rケーブル,柾谷北線_5,139.0492477,37.92140979,新潟西R.pdf
新潟西,Rケーブル,柾谷北線_4,139.0485399,37.92140292,新潟西R.pdf
新潟西,Rケーブル,柾谷北線_3,139.0472173,37.92162091,新潟西R.pdf
新潟西,Rケーブル,柾谷北線_2,139.0461985,37.92180946,新潟西R.pdf
新潟西,Rケーブル,柾谷北線_1,139.0460561,37.92202663,新潟西R.pdf
新潟西,Rケーブル,南線_2,139.0458523,37.92206201,新潟西R.pdf
新潟西,Rケーブル,西線_1,139.0457834,37.9219474,新潟西R.pdf
新潟西,Rケーブル,西線_2,139.0447755,37.92203876,新潟西R.pdf
新潟西,Rケーブル,柾谷西線_4,139.044876,37.92183167,新潟西R.pdf
新潟西,Rケーブル,南線_4,139.0456057,37.92096566,新潟西R.pdf
新潟西,Rケーブル,南線_6,139.0454157,37.92025759,新潟西R.pdf
新潟西,Rケーブル,南線_7,139.045358,37.9200197,新潟西R.pdf
新潟西,Rケーブル,東堀南線_7,139.0454421,37.91987802,新潟西R.pdf
新潟西,Sケーブル,川端線_1,139.0512272,37.92091824,新潟西S.pdf
新潟西,Tケーブル,局,139.050697,37.9209019,新潟西T.pdf
新潟西,Tケーブル,柾谷北線_6,139.0495065,37.9217377,新潟西T.pdf
新潟西,Tケーブル,柾谷北線_5,139.0492477,37.92140979,新潟西T.pdf
新潟西,Tケーブル,柾谷第二北線_1,139.0467857,37.92168125,新潟西T.pdf
新潟西,Tケーブル,西線_1,139.0457834,37.9219474,新潟西T.pdf
新潟西,Tケーブル,西線_2,139.0447755,37.92203876,新潟西T.pdf
新潟西,Tケーブル,西線_6,139.0425372,37.92248848,新潟西T.pdf
新潟西,Tケーブル,西線_7,139.0412222,37.92266471,新潟西T.pdf
新潟西,Tケーブル,西線_8,139.0402614,37.9212975,新潟西T.pdf
新潟西,Tケーブル,西線_9,139.0393498,37.92148377,新潟西T.pdf
新潟西,Tケーブル,水道町線_1,139.0398983,37.92349999,新潟西T.pdf
新潟西,Tケーブル,中央警察署引込1,139.04022,37.923605,新潟西T.pdf
新潟西,Tケーブル,営所幹_13,139.0392368,37.92136705,新潟西T.pdf
新潟西,Tケーブル,柾谷幹_6,139.0397166,37.9233238,新潟西T.pdf
新潟西,Tケーブル,諏訪前支_1,139.0397563,37.92314683,新潟西T.pdf
新潟西,Uケーブル,川端線_1,139.0512272,37.92091824,新潟西U.pdf
新潟西,Uケーブル,柾谷北線_7,139.0503083,37.92134851,新潟西U.pdf
新潟西,Uケーブル,柾谷北線_6,139.0495065,37.9217377,新潟西U.pdf
新潟西,Uケーブル,柾谷北線_5,139.0492477,37.92140979,新潟西U.pdf
新潟西,Uケーブル,柾谷北線_4,139.0485399,37.92140292,新潟西U.pdf
新潟西,Uケーブル,柾谷北線_3,139.0472173,37.92162091,新潟西U.pdf
新潟西,Uケーブル,礎一支_7D,139.050227,37.921373,新潟西U.pdf
新潟西,Vケーブル,川端線_1,139.0512272,37.92091824,新潟西V.pdf
新潟西,Vケーブル,川端線_2,139.0509687,37.920501,新潟西V.pdf
新潟西,Vケーブル,川端線_3,139.0508312,37.92022647,新潟西V.pdf
新潟西,Vケーブル,川端線_5,139.0492561,37.91833602,新潟西V.pdf
新潟西,Vケーブル,川端線_6,139.048211,37.91755829,新潟西V.pdf
新潟西,Vケーブル,川端線_8,139.0460196,37.91613325,新潟西V.pdf
新潟西,Vケーブル,川端線_8-1,139.0453996,37.91578193,新潟西V.pdf
新潟西,Vケーブル,川端線_9,139.0448485,37.91548218,新潟西V.pdf
新潟西,Vケーブル,川端線_11,139.0425449,37.9146089,新潟西V.pdf
新潟西,Vケーブル,川端線_13,139.0414013,37.91427879,新潟西V.pdf
新潟西,Vケーブル,川端線_14,139.0399895,37.91431657,新潟西V.pdf
新潟西,Vケーブル,川端線_15,139.0385413,37.91453223,新潟西V.pdf
新潟西,Vケーブル,川端線_17,139.0363691,37.91402992,新潟西V.pdf
新潟西,Vケーブル,川端線_19,139.0352389,37.91300742,新潟西V.pdf
新潟西,Vケーブル,一番堀線_1,139.041023,37.91471004,新潟西V.pdf
新潟西,Vケーブル,一番堀線_2,139.04005,37.91516183,新潟西V.pdf
新潟西,Vケーブル,川端線_16,139.0374029,37.91439576,新潟西V.pdf
新潟西,Vケーブル,川端幹_25,139.0453739,37.91568377,新潟西V.pdf
新潟西,Wケーブル,川端線_1,139.0512272,37.92091824,新潟西W.pdf
新潟西,Wケーブル,川端線_2,139.0509687,37.920501,新潟西W.pdf
新潟西,Wケーブル,柾谷南線_8,139.0501335,37.92093054,新潟西W.pdf
新潟西,Wケーブル,柾谷南線_6,139.048373,37.92123585,新潟西W.pdf
新潟西,Wケーブル,柾谷南線_5,139.0476315,37.92135102,新潟西W.pdf
新潟西,Wケーブル,柾谷南線_4,139.0468864,37.92146552,新潟西W.pdf
新潟西,Wケーブル,柾谷南線_2,139.0460595,37.92161569,新潟西W.pdf
新潟西,Wケーブル,柾谷南線_1,139.0459335,37.92155976,新潟西W.pdf
新潟西,Wケーブル,柾谷南線_8-1,139.0499023,37.92071028,新潟西W.pdf
新潟西,Wケーブル,礎町南幹_1,139.049835,37.920618,新潟西W.pdf
新潟西,Wケーブル,上南幹_3,139.0475969,37.9205591,新潟西W.pdf
新潟西,Xケーブル,局,139.050697,37.9209019,新潟西X.pdf
新潟西,Xケーブル,下大川前線_1,139.0523552,37.92228379,新潟西X.pdf
新潟西,Xケーブル,下大川前線_2,139.0527901,37.92285404,新潟西X.pdf
新潟西,Xケーブル,下大川前線_3,139.0536691,37.92369842,新潟西X.pdf
新潟西,Xケーブル,まぐさ川岸線_4,139.0520095,37.92481633,新潟西X.pdf
新潟西,Xケーブル,下大川前線_8,139.0531848,37.92760812,新潟西X.pdf
新潟西,Xケーブル,下大川前線_9,139.0526881,37.92847462,新潟西X.pdf
新潟西,Xケーブル,港線_2,139.0512209,37.92793218,新潟西X.pdf
新潟西,Xケーブル,北線_11,139.0491246,37.92753763,新潟西X.pdf
新潟西,Xケーブル,北線_15,139.0491334,37.92929846,新潟西X.pdf
新潟西,Xケーブル,北線_18,139.0488644,37.93172062,新潟西X.pdf
新潟西,Xケーブル,北線_19,139.0502904,37.93228095,新潟西X.pdf
新潟西,Xケーブル,横七幹_10,139.0502275,37.93199905,新潟西X.pdf
新潟西,Xケーブル,豊照幹_7L1,139.0528123,37.92780151,新潟西X.pdf
新潟西,Yケーブル,局,139.050697,37.9209019,新潟西Y.pdf
新潟西,Yケーブル,下大川前線_1,139.0523552,37.92228379,新潟西Y.pdf
新潟西,Yケーブル,下大川前線_2,139.0527901,37.92285404,新潟西Y.pdf
新潟西,Yケーブル,下大川前線_3,139.0536691,37.92369842,新潟西Y.pdf
新潟西,Yケーブル,まぐさ川岸線_4,139.0520095,37.92481633,新潟西Y.pdf
新潟西,Yケーブル,下大川前線_9,139.0526881,37.92847462,新潟西Y.pdf
新潟西,Yケーブル,港線_4,139.0544635,37.92911432,新潟西Y.pdf
新潟西,Yケーブル,港線_6,139.0564316,37.92989566,新潟西Y.pdf
新潟西,Yケーブル,港線_7,139.0566849,37.93102664,新潟西Y.pdf
新潟西,Yケーブル,港線_8,139.0568621,37.93207818,新潟西Y.pdf
新潟西,Yケーブル,港線_9,139.0570001,37.93330018,新潟西Y.pdf
新潟西,Yケーブル,港線_10,139.0569312,37.93456334,新潟西Y.pdf
新潟西,Yケーブル,港線_11,139.0569324,37.93583657,新潟西Y.pdf
新潟西,Zケーブル,局,139.050697,37.9209019,新潟西Z.pdf
新潟西,Zケーブル,下大川前線_1,139.0523552,37.92228379,新潟西Z.pdf
新潟西,Zケーブル,下大川前線_2,139.0527901,37.92285404,新潟西Z.pdf
新潟西,Zケーブル,下大川前線_3,139.0536691,37.92369842,新潟西Z.pdf
新潟西,Zケーブル,まぐさ線_川岸2,139.0537054,37.9238883,新潟西Z.pdf
新潟西,Zケーブル,まぐさ線_川岸3,139.0529864,37.92425549,新潟西Z.pdf
新潟西,Zケーブル,まぐさ線_川岸4,139.0520095,37.92481633,新潟西Z.pdf
新潟西,Zケーブル,下大川前線_9,139.0526881,37.92847462,新潟西Z.pdf
新潟西,Zケーブル,下大川前線_10,139.0521653,37.92938806,新潟西Z.pdf
新潟西,Zケーブル,下大川前線_13,139.0514313,37.93107572,新潟西Z.pdf
新潟西,Zケーブル,下大川前線_18,139.0547827,37.9335067,新潟西Z.pdf
新潟西,Zケーブル,下大川前線_20,139.0550386,37.93527396,新潟西Z.pdf
新潟西,Zケーブル,下大川前線_22,139.0536023,37.93677281,新潟西Z.pdf
新潟西,Zケーブル,下大川前線_23,139.0534284,37.93726765,新潟西Z.pdf
新潟西,Zケーブル,下大川前線_18-1,139.0539563,37.93423718,新潟西Z.pdf
新潟西,Zケーブル,窪田町支_7,139.0539207,37.93762017,新潟西Z.pdf
新潟西,Zケーブル,浮洲幹_1,139.0536999,37.934115,新潟西Z.pdf
新潟西,Zケーブル,横七幹_27,139.0539071,37.934184,新潟西Z.pdf
新潟西,いケーブル,下大川前線_1,139.0523552,37.92228379,新潟西い.pdf
新潟西,いケーブル,下大川前線_2,139.0527901,37.92285404,新潟西い.pdf
新潟西,いケーブル,下大川前線_3,139.0536691,37.92369842,新潟西い.pdf
新潟西,いケーブル,まぐさ川岸線_4,139.0520095,37.92481633,新潟西い.pdf
新潟西,いケーブル,下大川前線_6,139.0542094,37.92597923,新潟西い.pdf
新潟西,いケーブル,下大川前線_2,139.0527901,37.92285404,新潟西い.pdf
新潟西,いケーブル,下大川前線_4,139.0543197,37.92436635,新潟西い.pdf
新潟西,いケーブル,下大川前線_5,139.0550587,37.92526618,新潟西い.pdf
新潟西,いケーブル,下大川前線_5-1,139.0543152,37.92583946,新潟西い.pdf
新潟西,いケーブル,下大川前線_7,139.0536092,37.9268223,新潟西い.pdf
新潟西,いケーブル,下大川前線_8,139.0531848,37.92760812,新潟西い.pdf
新潟西,いケーブル,下大川前線_9,139.0526881,37.92847462,新潟西い.pdf
新潟西,いケーブル,港線_4,139.0544635,37.92911432,新潟西い.pdf
新潟西,いケーブル,港線_6,139.0564316,37.92989566,新潟西い.pdf
新潟西,いケーブル,港線_8,139.0568621,37.93207818,新潟西い.pdf
新潟西,いケーブル,港線_9,139.0570001,37.93330018,新潟西い.pdf
新潟西,いケーブル,港線_10,139.0569312,37.93456334,新潟西い.pdf
新潟西,いケーブル,港線_11,139.0569324,37.93583657,新潟西い.pdf
新潟西,いケーブル,港線_11-2,139.05698,37.93635841,新潟西い.pdf
新潟西,いケーブル,港線_12,139.0570196,37.93700964,新潟西い.pdf
新潟西,いケーブル,港線_13,139.0572169,37.93829863,新潟西い.pdf
